,name,company,year,Price,kms_driven,fuel_type
2087,Tata Hexa XM,Tata,2017,1200000,30000,Diesel
2088,Mahindra KUV 100 mFALCON D75 K8,Mahindra,2016,400000,50000,Diesel
2089,Mahindra TUV 300 T8,Mahindra,2016,650000,100000,Diesel
2090,Mahindra Bolero 2011-2019 DI - AC BS III,Mahindra,2016,550000,150000,Diesel
2091,Mahindra XUV500 W10 2WD,Mahindra,2015,1100000,110000,Diesel
2092,Maruti Alto 800 LXI,Maruti,2012,254999,30000,Petrol
2093,Maruti Alto LXi,Maruti,2011,180000,60000,Petrol
2094,Mahindra Xylo D2,Mahindra,2010,160000,255000,Diesel
2095,Chevrolet Optra Magnum 2.0 LT BS3,Chevrolet,2008,225000,120000,Diesel
2096,Maruti Alto 800 LXI,Maruti,2015,270000,49900,Petrol
2097,Tata Manza Aura Quadrajet BS IV,Tata,2012,310000,86000,Diesel
2098,Datsun GO T BSIV,Datsun,2015,225000,71850,Petrol
2099,Fiat Grande Punto EVO 1.3 Dynamic,Fiat,2015,300000,95000,Diesel
2100,Maruti Swift Dzire VXi,Maruti,2008,250000,70000,Petrol
2101,Hyundai EON Sportz,Hyundai,2011,180000,35000,Petrol
2102,Maruti Swift Dzire VXI,Maruti,2015,550000,50000,Petrol
2103,Mahindra Bolero XL 10 Seater Non AC,Mahindra,2007,300000,120000,Diesel
2104,Hyundai Elantra CRDi SX,Hyundai,2015,900000,145000,Diesel
2105,Tata Sumo EX BS IV,Tata,2012,254999,190000,Diesel
2106,Mahindra XUV500 W9 2WD,Mahindra,2018,1530000,40000,Diesel
2107,Maruti Baleno Delta 1.3,Maruti,2015,590000,110000,Diesel
2108,Maruti Wagon R LXI DUO BSIII,Maruti,2008,170000,112000,LPG
2109,Audi A3 35 TDI Premium Plus,Audi,2017,2600000,70000,Diesel
2110,Maruti Ritz VDi,Maruti,2016,475000,110000,Diesel
2111,Hyundai Grand i10 1.2 CRDi Asta,Hyundai,2018,700000,29000,Diesel
2112,Maruti Wagon R VXI BS IV,Maruti,2011,376000,60000,Petrol
2113,Hyundai Santro GS zipDrive - Euro I,Hyundai,2002,100000,120000,Petrol
2114,Maruti 800 Std BSII,Maruti,2004,75000,46000,Petrol
2115,Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,2012,440000,120000,Diesel
2116,Maruti Wagon R VXI Optional,Maruti,2016,390000,80000,Petrol
2117,Toyota Innova 2.5 VX 7 STR,Toyota,2012,725000,159000,Diesel
2118,Mahindra Bolero 2011-2019 SLE,Mahindra,2012,325000,110000,Diesel
2119,Maruti Alto LXi,Maruti,2010,170000,75000,Petrol
2120,Maruti Swift Dzire LDi,Maruti,2010,215000,120000,Diesel
2121,Honda City 1.5 V Inspire,Honda,2010,350000,110000,Petrol
2122,Chevrolet Spark 1.0 LS,Chevrolet,2009,80000,80000,Petrol
2123,Hyundai EON Magna Plus,Hyundai,2012,195000,80000,Petrol
2124,Maruti Swift VDI BSIV W ABS,Maruti,2011,280000,85000,Diesel
2125,Nissan Sunny Diesel XL,Nissan,2014,335000,71000,Diesel
2126,Mahindra XUV500 W6 2WD,Mahindra,2011,475000,108000,Diesel
2127,Renault Duster 85PS Diesel RxL,Renault,2015,484999,75000,Diesel
2128,Maruti Ciaz Delta BSIV,Maruti,2018,650000,22000,Petrol
2129,Audi Q5 3.0 TDI Quattro,Audi,2014,1850000,76131,Diesel
2130,Hyundai i20 1.2 Asta,Hyundai,2018,700000,30000,Petrol
2131,Audi Q7 3.0 TDI Quattro,Audi,2014,3000000,65000,Diesel
2132,Mahindra Scorpio S3 9 Seater BSIV,Mahindra,2018,900000,60000,Diesel
2133,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2013,350000,80000,Diesel
2134,Honda Accord V6 AT,Honda,2005,285000,80000,Petrol
2135,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,2012,1850000,70000,Diesel
2136,Maruti Vitara Brezza VDi,Maruti,2017,750000,51777,Diesel
2137,Land Rover Freelander 2 TD4 HSE,Land,2013,1650000,64788,Diesel
2138,Honda Amaze V Petrol BSIV,Honda,2018,600000,20000,Petrol
2139,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,Volkswagen,2018,565000,19000,Petrol
2140,Daewoo Matiz SS,Daewoo,2000,86000,46951,Petrol
2141,Datsun GO T BSIV,Datsun,2016,329000,19000,Petrol
2142,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,Ford,2016,650000,50000,Diesel
2143,Hyundai Creta 1.6 CRDi SX Option,Hyundai,2015,822000,60000,Diesel
2144,Renault Duster 110PS Diesel RxL,Renault,2013,345000,100000,Diesel
2145,Maruti Zen LXI,Maruti,2001,30000,10000,Petrol
2146,Maruti Swift VDI,Maruti,2012,330000,50000,Diesel
2147,Maruti Wagon R Stingray VXI,Maruti,2014,300000,74537,Petrol
2148,Maruti SX4 ZXI AT,Maruti,2009,200000,90000,Petrol
2149,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),Tata,2012,200000,80000,Diesel
2150,Chevrolet Spark 1.0,Chevrolet,2010,90000,70000,Petrol
2151,Maruti Wagon R VXI Minor,Maruti,2010,200000,80000,Petrol
2152,Hyundai Xcent 1.1 CRDi SX,Hyundai,2016,550000,35000,Diesel
2153,Chevrolet Beat LT,Chevrolet,2015,250000,23500,Petrol
2154,Honda City i-DTEC VX,Honda,2017,975000,82000,Diesel
2155,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2014,900000,100000,Diesel
2156,Hyundai i20 1.2 Spotz,Hyundai,2018,610000,15000,Petrol
2157,Maruti Baleno Zeta 1.3,Maruti,2017,620000,30000,Diesel
2158,Hyundai Grand i10 Sportz,Hyundai,2016,400000,30000,Petrol
2159,Maruti Celerio X ZXI BSIV,Maruti,2019,500000,11000,Petrol
2160,Datsun GO Plus T,Datsun,2017,200000,140000,Petrol
2161,Tata Zest Quadrajet 1.3 XM,Tata,2016,360000,110000,Diesel
2162,Maruti Alto K10 2010-2014 VXI,Maruti,2012,252000,48000,Petrol
2163,Maruti Swift VDI,Maruti,2012,280000,70000,Diesel
2164,Maruti Swift VXI 2018,Maruti,2018,509999,70000,Petrol
2165,Mahindra Scorpio 1.99 S6 Plus,Mahindra,2016,1050000,58000,Diesel
2166,Maruti Wagon R LXI DUO BSIII,Maruti,2010,200000,40000,LPG
2167,Maruti Zen LXI,Maruti,2005,60000,90000,Petrol
2168,Mahindra Xylo E8 ABS Airbag,Mahindra,2010,320000,40000,Diesel
2169,Mahindra Scorpio LX,Mahindra,2013,520000,110000,Diesel
2170,Tata New Safari DICOR 2.2 LX 4x2,Tata,2007,250000,80000,Diesel
2171,Maruti Vitara Brezza ZDi,Maruti,2017,725000,60000,Diesel
2172,Mahindra Bolero 2011-2019 SLX,Mahindra,2015,585000,50000,Diesel
2173,Tata Tiago 1.2 Revotron XZ,Tata,2017,430000,25000,Petrol
2174,Maruti Swift VDI,Maruti,2011,235000,100000,Diesel
2175,Maruti Swift Dzire VDi,Maruti,2012,350000,52000,Diesel
2176,Hyundai i10 Era 1.1,Hyundai,2010,131000,80000,Petrol
2177,Honda Amaze VX i-DTEC,Honda,2016,450000,85000,Diesel
2178,Maruti Vitara Brezza ZDi Plus,Maruti,2016,750000,83000,Diesel
2179,Maruti Alto 800 LXI,Maruti,2013,200000,50000,Petrol
2180,Maruti Wagon R LXI Minor,Maruti,2009,125000,120000,Petrol
2181,Mahindra Bolero 2011-2019 SLE,Mahindra,2014,500000,100000,Diesel
2182,Maruti Swift VDI,Maruti,2012,380000,70000,Diesel
2183,Maruti Alto LXi,Maruti,2008,128000,19000,Petrol
2184,Honda City 1.5 S MT,Honda,2009,250000,68600,Petrol
2185,Mahindra Bolero Power Plus SLX,Mahindra,2017,690000,60000,Diesel
2186,Mahindra Bolero 2011-2019 SLX,Mahindra,2014,650000,65000,Diesel
2187,Honda City E,Honda,2012,560000,40000,Petrol
2188,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),Tata,2012,120000,160000,Diesel
2189,Maruti Celerio VXI,Maruti,2016,400000,25000,Petrol
2190,Maruti Alto K10 LXI,Maruti,2012,200000,29500,Petrol
2191,Hyundai Verna VTVT 1.6 SX,Hyundai,2018,950000,13887,Petrol
2192,Maruti Alto 800 VXI,Maruti,2016,300000,50000,Petrol
2193,Renault KWID RXL,Renault,2016,315000,30000,Petrol
2194,Maruti Alto 800 LXI,Maruti,2012,220000,100000,Petrol
2195,Chevrolet Aveo 1.4 LS,Chevrolet,2011,130000,60000,Petrol
2196,Hyundai i20 Sportz Option 1.4 CRDi,Hyundai,2016,595000,60000,Diesel
2197,Tata Indica Vista TDI LS,Tata,2011,110000,120000,Diesel
2198,Ford EcoSport 1.5 Petrol Ambiente BSIV,Ford,2017,680000,13500,Petrol
2199,Fiat Grande Punto Active (Diesel),Fiat,2013,280000,52000,Diesel
2200,Maruti Baleno Delta 1.2,Maruti,2017,530000,30000,Petrol
2201,Hyundai Xcent 1.2 Kappa SX Option,Hyundai,2017,610000,14000,Petrol
2202,Tata Aria Pure LX 4x2,Tata,2014,500000,90000,Diesel
2203,Tata Tigor 1.05 Revotorq XM,Tata,2018,500000,50000,Diesel
2204,Mahindra Xylo D2,Mahindra,2010,250000,120000,Diesel
2205,Hyundai EON Magna Plus,Hyundai,2018,325000,10000,Petrol
2206,Maruti Baleno Delta 1.2,Maruti,2018,550000,10000,Petrol
2207,Maruti Ciaz 1.4 Alpha,Maruti,2018,720000,25000,Petrol
2208,Hyundai Verna VTVT 1.6 SX,Hyundai,2017,950000,20000,Petrol
2209,Maruti Swift VDI,Maruti,2013,350000,60000,Diesel
2210,Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,2018,500000,40000,Petrol
2211,Maruti Swift Dzire VDi,Maruti,2012,380000,60000,Diesel
2212,Hyundai Xcent 1.2 Kappa AT SX Option,Hyundai,2015,380000,50000,Petrol
2213,Hyundai Verna VTVT 1.6 SX,Hyundai,2017,900000,20000,Petrol
2214,Maruti Alto 800 VXI,Maruti,2017,295000,35000,Petrol
2215,Maruti Ciaz VDi Plus SHVS,Maruti,2016,640000,40000,Diesel
2216,Tata Nexon 1.5 Revotorq XZ Plus,Tata,2018,790000,60000,Diesel
2217,Hyundai Verna 1.6 VTVT S Option,Hyundai,2015,625000,20000,Petrol
2218,Ford EcoSport 1.5 Petrol Trend BSIV,Ford,2017,604000,30000,Petrol
2219,Maruti Alto K10 VXI,Maruti,2015,315000,29000,Petrol
2220,Mahindra XUV300 W6 Diesel BSIV,Mahindra,2019,950000,17000,Diesel
2221,Maruti Wagon R VXI Plus Optional,Maruti,2017,400000,50000,Petrol
2222,Hyundai i20 1.4 Magna AT,Hyundai,2018,700000,42000,Petrol
2223,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2011,700000,120000,Diesel
2224,Mahindra Verito 1.5 D4 BSIV,Mahindra,2012,260000,110000,Diesel
2225,Tata Indigo CR4,Tata,2012,200000,90000,Diesel
2226,Maruti Dzire VXI,Maruti,2020,580000,70000,Petrol
2227,Volkswagen Vento IPL II Diesel Trendline,Volkswagen,2011,330000,66000,Diesel
2228,Hyundai Verna Transform CRDi VGT SX ABS,Hyundai,2011,400000,70000,Diesel
2229,Hyundai Creta 1.6 SX Automatic,Hyundai,2018,1350000,5000,Petrol
2230,Mahindra Verito 1.5 D4 BSIV,Mahindra,2014,250000,50000,Diesel
2231,Skoda Rapid 1.6 MPI Ambition BSIV,Skoda,2019,725000,25000,Petrol
2232,Maruti Swift Dzire Tour LDI,Maruti,2013,300000,70000,Diesel
2233,Maruti 800 AC,Maruti,2006,120000,40000,Petrol
2234,Mahindra XUV500 W10 2WD,Mahindra,2016,1175000,110000,Diesel
2235,Tata New Safari DICOR 2.2 VX 4x4,Tata,2009,380000,150000,Diesel
2236,Tata Indica Vista TDI LX,Tata,2014,400000,45000,Diesel
2237,Tata Indigo LX,Tata,2005,140000,90000,Diesel
2238,Tata New Safari DICOR 2.2 EX 4x2,Tata,2011,229999,140000,Diesel
2239,Ford Ikon 1.3 CLXi,Ford,2003,110000,83000,Petrol
2240,Volkswagen Jetta 2.0L TDI Highline AT,Volkswagen,2011,550000,106000,Diesel
2241,Chevrolet Aveo U-VA 1.2 LS,Chevrolet,2008,150000,60000,Petrol
2242,Maruti Omni E MPI STD BS IV,Maruti,2017,265000,40000,Petrol
2243,Hyundai i20 1.2 Asta,Hyundai,2011,300000,138000,Petrol
2244,Maruti Alto 800 LXI,Maruti,2015,280000,80000,Petrol
2245,Hyundai Getz GLS,Hyundai,2005,130000,50000,Petrol
2246,Chevrolet Sail 1.2 LS ABS,Chevrolet,2015,350000,50000,Petrol
2247,Maruti Ritz VXi,Maruti,2009,200000,120000,Petrol
2248,Maruti Swift VXI,Maruti,2018,550000,24400,Petrol
2249,Mahindra Bolero 2011-2019 SLX,Mahindra,2013,400000,60000,Diesel
2250,Maruti Ritz VXi (ABS) BS IV,Maruti,2010,170000,120000,Petrol
2251,Hyundai Verna 1.4 CRDi,Hyundai,2015,600000,60000,Diesel
2252,Maruti Alto LXi,Maruti,2011,130000,100000,Petrol
2253,Hyundai Santro Xing GL PLUS CNG,Hyundai,2007,120000,60000,CNG
2254,Maruti 800 AC,Maruti,2011,100000,120000,Petrol
2255,Renault KWID RXT,Renault,2016,310000,27500,Petrol
2256,Maruti 800 AC,Maruti,2007,35000,10000,Petrol
2257,Hyundai i20 Magna,Hyundai,2010,200000,120000,Petrol
2258,Maruti Swift VDI BSIV,Maruti,2009,270000,70000,Diesel
2259,Hyundai i20 Sportz 1.4 CRDi,Hyundai,2015,650000,80000,Diesel
2260,Tata Indigo eCS GLS,Tata,2013,210000,120000,Petrol
2261,Hyundai Xcent 1.1 CRDi S Option,Hyundai,2015,509999,90000,Diesel
2262,Ford Figo Diesel Celebration Edition,Ford,2013,229999,70000,Diesel
2263,Renault Duster 110PS Diesel RxZ,Renault,2014,409999,188000,Diesel
2264,Chevrolet Spark 1.0 LT,Chevrolet,2011,130000,67840,Petrol
2265,Tata Nano CX,Tata,2013,95000,30000,Petrol
2266,Maruti Alto 800 LXI,Maruti,2016,225000,35000,Petrol
2267,Maruti Swift VDI BSIV,Maruti,2010,256999,150000,Diesel
2268,Maruti Vitara Brezza VDi Option,Maruti,2017,775000,100000,Diesel
2269,Maruti Wagon R VXI BS IV,Maruti,2017,420000,30000,Petrol
2270,Hyundai Grand i10 Sportz Celebration Edition,Hyundai,2016,480000,70000,Petrol
2271,Toyota Qualis GS G1,Toyota,2003,200000,149032,Diesel
2272,Mahindra Bolero SLE,Mahindra,2010,260000,380000,Diesel
2273,Toyota Etios Liva G,Toyota,2011,210000,84050,Petrol
2274,Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,Volkswagen,2018,600000,15000,Petrol
2275,Ford Ikon 1.4 TDCi DuraTorq,Ford,2009,140000,140000,Diesel
2276,Maruti Omni 8 Seater BSII,Maruti,2010,130000,120000,Petrol
2277,Maruti Swift VDI BSIV,Maruti,2007,195000,112880,Diesel
2278,Tata Indica Vista TDI LS,Tata,2013,210000,135000,Diesel
2279,Maruti Wagon R LX,Maruti,2006,130000,80000,Petrol
2280,Chevrolet Beat LT,Chevrolet,2012,141000,128000,Petrol
2281,Mahindra Bolero SLE BSIII,Mahindra,2011,280000,120000,Diesel
2282,Maruti SX4 ZXI AT Leather,Maruti,2010,350000,30000,Petrol
2283,Tata Nexon 1.2 Revotron XM,Tata,2018,575000,70000,Petrol
2284,Hyundai i20 Sportz Option 1.2,Hyundai,2015,550000,41000,Petrol
2285,Toyota Etios V,Toyota,2011,420000,28100,Petrol
2286,Maruti Alto LX,Maruti,2006,120000,30000,Petrol
2287,Maruti Alto K10 VXI,Maruti,2015,320000,30000,Petrol
2288,Hyundai Accent Executive,Hyundai,2011,250000,35000,Petrol
2289,Maruti SX4 Zxi BSIII,Maruti,2010,300000,22000,Petrol
2290,Maruti Wagon R VXI,Maruti,2006,250000,70000,Petrol
2291,Maruti Omni E 8 Str STD,Maruti,2005,120000,100000,Petrol
2292,Mahindra Bolero 2011-2019 mHAWK D70 ZLX,Mahindra,2018,750000,70000,Diesel
2293,Mahindra Scorpio 2.6 CRDe,Mahindra,2005,151000,200000,Diesel
2294,Tata Safari DICOR 2.2 EX 4x2,Tata,2011,300000,120000,Diesel
2295,Maruti Ignis 1.2 Zeta BSIV,Maruti,2019,577000,3000,Petrol
2296,Maruti Alto K10 2010-2014 VXI,Maruti,2012,229999,50000,Petrol
2297,Mahindra Bolero 2011-2019 ZLX,Mahindra,2013,500000,50000,Diesel
2298,Honda Jazz VX CVT,Honda,2019,840000,1500,Petrol
2299,Volkswagen Vento 1.5 TDI Highline,Volkswagen,2017,900000,74000,Diesel
2300,Honda Jazz 1.2 V i VTEC,Honda,2017,650000,25000,Petrol
2301,Honda Jazz 1.5 VX i DTEC,Honda,2016,650000,61915,Diesel
2302,Hyundai EON Era Plus,Hyundai,2016,250000,110000,Petrol
2303,Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,2016,550000,70000,Diesel
2304,Maruti Swift Ldi BSIII,Maruti,2007,250000,150000,Diesel
2305,Mahindra Quanto C4,Mahindra,2013,350000,110000,Diesel
2306,Chevrolet Beat Diesel LT,Chevrolet,2014,185000,90000,Diesel
2307,Ford Figo Petrol Titanium,Ford,2010,229999,120000,Petrol
2308,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2016,1000000,65000,Diesel
2309,Maruti Wagon R VXI 1.2,Maruti,2019,490000,10000,Petrol
2310,Hyundai i10 Sportz,Hyundai,2009,150000,80000,Petrol
2311,Maruti Ertiga VDI,Maruti,2013,600000,184000,Diesel
2312,Maruti Wagon R CNG LXI,Maruti,2013,270000,80000,CNG
2313,Maruti Zen LXi - BS III,Maruti,2005,60000,70000,Petrol
2314,Maruti SX4 Zxi with Leather BSIII,Maruti,2008,150000,89000,Petrol
2315,Honda Brio Exclusive Edition,Honda,2014,335000,33033,Petrol
2316,Maruti Swift VDI,Maruti,2013,525000,69000,Diesel
2317,Hyundai Grand i10 AT Asta,Hyundai,2015,465000,63063,Petrol
2318,Tata Indica V2 eLX,Tata,2012,83000,90000,Diesel
2319,Hyundai EON Era Plus,Hyundai,2017,300000,8000,Petrol
2320,Hyundai i20 1.2 Sportz,Hyundai,2012,350000,35000,Petrol
2321,Hyundai i20 1.2 Sportz,Hyundai,2011,300000,45000,Petrol
2322,Fiat Linea 1.3 Active,Fiat,2011,250000,30000,Diesel
2323,Maruti 800 Std,Maruti,2006,114999,59000,Petrol
2324,Maruti Ertiga VXI Petrol,Maruti,2018,700000,6200,Petrol
2325,Maruti Celerio X ZXI,Maruti,2020,250000,120000,Petrol
2326,Maruti Wagon R LXI BS IV,Maruti,2016,350000,70000,Petrol
2327,Maruti Omni 5 Str STD,Maruti,1998,80000,70000,Petrol
2328,Mahindra Scorpio S2 7 Seater,Mahindra,2017,850000,110000,Diesel
2329,Hyundai Santro Xing XG,Hyundai,2004,70000,158000,Petrol
2330,Chevrolet Spark 1.0 LS,Chevrolet,2007,90000,93000,Petrol
2331,Chevrolet Tavera Neo 3 10 Seats BSIII,Chevrolet,2014,600000,110000,Diesel
2332,Maruti Alto LX,Maruti,2007,135000,57000,Petrol
2333,Hyundai Accent GLE,Hyundai,2005,150000,120000,Petrol
2334,Tata Indigo CS eLX BS IV,Tata,2012,259000,35000,Diesel
2335,Tata Indigo CS eLS BS IV,Tata,2012,220000,90000,Diesel
2336,Tata Indigo eCS LX BSIV,Tata,2012,246000,35000,Diesel
2337,Maruti Swift Dzire VXi,Maruti,2009,240000,120000,Petrol
2338,Hyundai Creta 1.4 E Plus,Hyundai,2018,946000,60000,Diesel
2339,Tata Indigo eCS LX BSIV,Tata,2011,215000,70000,Diesel
2340,Maruti Zen LX,Maruti,1999,50000,60000,Petrol
2341,Honda Amaze S i-Dtech,Honda,2013,310000,100000,Diesel
2342,Hyundai i10 Magna,Hyundai,2008,220000,35000,Petrol
2343,Maruti Swift Vdi BSIII,Maruti,2008,195000,90000,Diesel
2344,Hyundai i20 Active 1.2 S,Hyundai,2015,650000,50000,Petrol
2345,Hyundai i20 1.2 Magna,Hyundai,2011,350000,98000,Petrol
2346,Hyundai i20 Asta 1.2,Hyundai,2013,360000,30000,Petrol
2347,Hyundai Elantra SX,Hyundai,2013,550000,50000,Petrol
2348,Hyundai Grand i10 Sportz,Hyundai,2016,490000,26000,Petrol
2349,Maruti Alto LXi,Maruti,2011,195000,46000,Petrol
2350,Maruti Alto LX,Maruti,2010,125000,80000,Petrol
2351,Tata Tiago 1.2 Revotron XZ,Tata,2019,459999,10000,Petrol
2352,Maruti Alto 800 LXI,Maruti,2015,275000,16700,Petrol
2353,Maruti Swift Dzire VDI,Maruti,2018,680000,70000,Diesel
2354,Maruti Swift Dzire ZXI,Maruti,2015,600000,7967,Petrol
2355,Maruti Swift ZXI Plus,Maruti,2018,720000,20000,Petrol
2356,Maruti Swift VDI BSIV,Maruti,2011,295000,50000,Diesel
2357,Renault KWID RXT Optional,Renault,2016,356000,9656,Petrol
2358,Hyundai i10 Era,Hyundai,2011,225000,50000,Petrol
2359,Ford Freestyle Titanium Diesel BSIV,Ford,2019,725000,17000,Diesel
2360,Chevrolet Spark 1.0 LT,Chevrolet,2010,130000,50000,Petrol
2361,Renault KWID RXT,Renault,2015,300000,10000,Petrol
2362,Hyundai i20 Sportz 1.2,Hyundai,2013,400000,43000,Petrol
2363,Hyundai Verna 1.4 CX,Hyundai,2013,550000,50000,Diesel
2364,Maruti Wagon R PRIMEA,Maruti,2006,120000,90000,Petrol
2365,Mahindra Xylo D4 BSIV,Mahindra,2012,409999,100000,Diesel
2366,Hyundai Santro Xing (Non-AC),Hyundai,2010,110000,80000,Petrol
2367,Mahindra Bolero 2011-2019 SLX,Mahindra,2012,450000,120000,Diesel
2368,Maruti Swift VXI,Maruti,2019,610000,5000,Petrol
2369,Ford Ecosport 1.5 DV5 MT Trend,Ford,2016,515000,68609,Diesel
2370,Ford EcoSport 1.5 TDCi Titanium BE BSIV,Ford,2018,925000,33360,Diesel
2371,Nissan Kicks XL BSIV,Nissan,2019,860000,14317,Petrol
2372,Ford Figo Diesel Titanium,Ford,2012,225000,87237,Diesel
2373,Ford Figo 1.5D Trend MT,Ford,2017,500000,62960,Diesel
2374,Maruti Swift Dzire AMT VXI,Maruti,2017,600000,26634,Petrol
2375,Ford Figo Diesel EXI Option,Ford,2012,195000,163720,Diesel
2376,Maruti Wagon R LXI BS IV,Maruti,2012,265000,67998,Petrol
2377,Ford Freestyle Trend Diesel,Ford,2018,650000,20706,Diesel
2378,Ford Figo Aspire 1.5 TDCi Trend,Ford,2015,415000,100581,Diesel
2379,Renault Duster 85PS Diesel RxE Adventure,Renault,2015,600000,67303,Diesel
2380,Maruti Ritz VXi,Maruti,2013,340000,79139,Petrol
2381,Hyundai Grand i10 CRDi Sportz,Hyundai,2014,350000,84784,Diesel
2382,Maruti Ritz LDi,Maruti,2012,265000,130376,Diesel
2383,Tata Safari DICOR 2.2 EX 4x2,Tata,2017,625000,72000,Diesel
2384,Hyundai Verna CRDi SX,Hyundai,2008,245000,127000,Diesel
2385,Maruti Swift VDI BSIV,Maruti,2014,395000,120000,Diesel
2386,Fiat Punto 1.3 Emotion,Fiat,2010,190000,120000,Diesel
2387,Hyundai Xcent 1.1 CRDi S,Hyundai,2014,490000,100000,Diesel
2388,Toyota Etios GD,Toyota,2012,450000,148000,Diesel
2389,Maruti Ertiga SHVS VDI,Maruti,2018,955000,40000,Diesel
2390,Maruti Swift Dzire VDI,Maruti,2013,525000,110000,Diesel
2391,Tata Tigor 1.2 Revotron XZ Option,Tata,2017,550000,30000,Petrol
2392,Tata Indica Vista TDI LX,Tata,2014,200000,120000,Diesel
2393,Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,2017,500000,15000,Petrol
2394,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2016,825000,33500,Diesel
2395,Mahindra Quanto C6,Mahindra,2012,250000,70000,Diesel
2396,Toyota Etios Cross 1.2L G,Toyota,2015,600000,10000,Petrol
2397,Mahindra Scorpio S7 120,Mahindra,2018,1325000,22053,Diesel
2398,Mahindra TUV 300 T8,Mahindra,2016,770000,50000,Diesel
2399,Chevrolet Optra Magnum 2.0 LS,Chevrolet,2011,415000,78432,Diesel
2400,Hyundai Santa Fe 4X4,Hyundai,2011,825000,125000,Diesel
2401,Ford Aspire Trend Diesel BSIV,Ford,2018,530000,80000,Diesel
2402,Toyota Innova 2.5 V Diesel 8-seater,Toyota,2006,425000,270000,Diesel
2403,Honda Brio V MT,Honda,2012,310000,50000,Petrol
2404,Tata Tiago 1.2 Revotron XZ,Tata,2017,390000,20000,Petrol
2405,Hyundai Creta 1.6 VTVT E Plus,Hyundai,2016,700000,30000,Petrol
2406,Hyundai i10 Sportz 1.1L,Hyundai,2010,200000,70000,Petrol
2407,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2013,1050000,7200,Diesel
2408,Honda City i DTEC SV,Honda,2014,580000,97000,Diesel
2409,Hyundai EON Era Plus,Hyundai,2014,200000,60000,Petrol
2410,Chevrolet Sail Hatchback Petrol LS ABS,Chevrolet,2013,245000,25000,Petrol
2411,Hyundai i10 Sportz,Hyundai,2010,210000,94000,Petrol
2412,Maruti Baleno LXI,Maruti,2005,50000,90000,Petrol
2413,Chevrolet Captiva 2.2 LTZ AWD,Chevrolet,2012,700000,50000,Diesel
2414,Tata Bolt Quadrajet XE,Tata,2019,660000,35000,Diesel
2415,Honda City i VTEC V,Honda,2015,630000,117500,Petrol
2416,Mahindra XUV500 W8 2WD,Mahindra,2012,950000,78500,Diesel
2417,Hyundai i20 1.2 Asta Dual Tone,Hyundai,2018,740000,8000,Petrol
2418,Ford Figo Aspire 1.2 Ti-VCT Sports Edition,Ford,2017,570000,25000,Petrol
2419,Hyundai Verna 1.6 SX,Hyundai,2012,450000,60000,Diesel
2420,Datsun RediGO 1.0 T Option,Datsun,2019,390000,10000,Petrol
2421,Ford Ikon 1.6 Nxt,Ford,2009,180000,70000,Petrol
2422,Tata Nano LX,Tata,2015,130000,60000,Petrol
2423,Honda City 2017-2020 GXi,Honda,2006,270000,70000,Petrol
2424,Maruti 800 DX,Maruti,1997,60000,25000,Petrol
2425,Hyundai Verna 1.6 Xi ABS,Hyundai,2006,170000,90000,Petrol
2426,Hyundai Creta 1.6 CRDi SX,Hyundai,2015,978999,90000,Diesel
2427,Tata Tiago 1.2 Revotron XM,Tata,2018,490000,25000,Petrol
2428,Ford Fiesta Diesel Style,Ford,2012,280000,60000,Diesel
2429,Tata Tiago 1.2 Revotron XM,Tata,2018,390000,25000,Petrol
2430,Maruti Alto 800 VXI,Maruti,2013,170000,60000,Petrol
2431,Chevrolet Spark 1.0,Chevrolet,2008,45000,70000,Petrol
2432,Maruti Ertiga SHVS VDI,Maruti,2016,640000,80000,Diesel
2433,Mahindra Scorpio S2 9 Seater,Mahindra,2015,650000,110000,Diesel
2434,Mahindra Scorpio LX,Mahindra,2013,500000,115717,Diesel
2435,Ford Fusion Plus 1.4 TDCi Diesel,Ford,2008,90000,110000,Diesel
2436,Tata Aria Pure LX 4x2,Tata,2014,480000,70000,Diesel
2437,Maruti Swift VXI,Maruti,2019,630000,4000,Petrol
2438,Hyundai i10 Sportz,Hyundai,2011,250000,50000,Petrol
2439,Hyundai Grand i10 Sportz,Hyundai,2016,330000,70000,Petrol
2440,Hyundai i10 Magna,Hyundai,2009,180000,70000,Petrol
2441,Hyundai i20 Magna,Hyundai,2010,210000,50000,Petrol
2442,Maruti Swift Dzire ZDI,Maruti,2016,550000,55000,Diesel
